id,speaker,text
820,trump,You have people who can’t get their money back into the country because the politicians can’t get along
821,trump,"This is a direct affront to our Founding Fathers, who wanted America to be strong, independent and free"
822,trump,"For years, they watched on the sidelines as our jobs vanished and our communities were plunged into depression-level unemployment"
823,trump,"So it really does – and more than anything else, it’s also speaking to other veterans"
824,trump,Remember this – they have total control over Jeb and Hillary and everybody else that takes that money
825,trump,"Secondly, our allies are not paying their fair share, and I’ve been talking about this recently a lot"
826,trump,The country is going to go to hell but we won’t talk of that
827,trump,Our active duty armed forces have shrunk from 2 million in 1991 to about 1
828,trump,"Right? Because I can’t be so nice and say ""We can all do a wonderful job"""
829,trump,"Under a Trump Presidency, the American worker will finally have a President who will protect them and fight for them"
830,trump,"""Although I must tell you many of the Democrats that I speak to because I’m friendly with all of them"
831,trump,NAFTA was a disaster for Wisconsin and it was a disaster for our country
832,trump,"I’ll tell you what in terms of income inequality, we’re going to create a lot of jobs"
833,trump,It’s a strike at the heart and soul of who we are as a nation
834,trump,"But it sort of tells me when I first said this people would say, ""Oh, it will cost a lot"
835,trump,"No matter what is going on in your life, you have got to out and vote"
836,trump,And you have athletes – very few – but there are some people that have a certain ability
837,trump,"But the Rasmussen poll came out yesterday and in that poll, I’m now leading Hillary Clinton"
838,trump,"And you know why? Because I’m so excited, because we have so much potential"
839,trump,"Not only are they killing us at the border, but they are killing us on trade"
840,trump,"Somebody used their cell phone and they were telling them, ""You’re out of work"
841,trump,The last thing we need is Hillary Clinton in the White House or an extension of the Obama disaster
842,trump,SHE USES THE WORD TEMPERAMENT BUT I LOVE WHEN SHE USES THE WORD TONE
843,trump,"Deductibles are so high that unless you’re close to death, you’ll never going to get to use"
844,trump,I’ve built an extraordinary business on relationships and deals that benefit all parties involved – always
845,trump,They’re getting a deal that’s going to go right into nuclear weapons much sooner than you think
846,trump,But she’s going to beat him and you still have one more of these guys
847,trump,’ Now she stroke his pretty skin and then she kissed him and held him tight
848,trump,"I mean, you looked at Bush, it took him five days to answer the question on Iraq"
849,trump,"You know, I said bomb the oil, right? I’ve been saying that for three years"
850,trump,"President Obama thinks that applying pressure to Israel will force the issue, but it’s precisely the opposite that happened"
851,trump,"We can’t let the Syrians come in that we have no idea who they are, where they’re coming from"
852,trump,We’re going to bring our jobs back from all these places overseas that have stolen our jobs
853,trump,"I’m trying to be — you know, I’m just hoping they’re just stupid people, OK?Which they are"
854,trump,"I mean, even this with all the people still trying to come into this building"
855,trump,"""And then they’d come in, ""Sir, your poll number went up 9 points this week"
856,trump,See this ceiling? This ceiling is peanuts compared to the height of the wall I’m talking about
857,trump,I think he’s a very low energy person and I don’t think that’s what the country needs
858,trump,"No, no, wouldn’t it be nice?I mean, they want me to refute his statement"
859,trump,"So many people dead, so many people gravely injured, so much carnage, such a disgrace"
860,trump,And they have the right to do whatever they want from an enterprise standpoint
861,trump,"And she knows that we’re going to take care of our people, and it’s going to be America first"
862,trump,"They have put political correctness above common sense, above your safety, and above all else"
863,trump,500 to 600 calls and emails and everything from our ambassador asking for help and she didn’t respond
864,trump,"I mean, when he just realizes, I mean he just realized that the Iran deal is a bad deal"
865,trump,They’re being hit by the lobbyists and the special interests and they make a fortune
866,trump,They probably have the United States giving subsidies to move out of the country
867,trump,"I said what’s he doing on television? And he’s saying ""Well, ISIS is very tough"
868,trump,"In other words, like I say that, you applaud, I start talking you finish your Applause"
869,trump,They’d call and these vet groups they don’t get a lot of calls from the press
870,trump,I hear he’s going to spend a lot of money on negative ads on me
871,trump,"Last week, I read 2,300 Humvees — these are big vehicles — were left behind for the enemy"
872,trump,"You know why? Because she was deposed, she was such a bad witness that we’d win the case easily"
873,trump,""" He said, ""Even if you don’t win, what you’ve done is incredible; you’ve totally changed the landscape of politics"
874,trump,You had a – what was that all about? I turned on the game
875,trump,AND MUCH OF THAT MONEY CAME IN SMALL DONATIONS LIKE $71 AVERAGE OR SOMETHING LIKE THAT
876,trump,"And when I see great friends of mine who are very, very pro-Israel, very – I mean, they love Israel"
877,trump,""" It’s interesting because it will go right through because everywhere else is so great"
878,trump,"IT DOESN'T SAY, SUBJECT TO CHANGE, SUBJECT TO THE WEATHER, SUBJECT TO THE SUN DOESN'T COME UP"
879,trump,And I just want to say we’re going to go forward and we’re going to win
880,trump,"He’s got to be for oil, right? The oil companies give him a lot of money"
881,trump,"And, you know, we are not really bombing it, because they are still selling it"
882,trump,"When you live in a society where the firefighters are the hero’s, little kids want to be firefighters"
883,trump,I have hundreds and hundreds and even thousands of workers are Hispanics who I’m doing great with
884,trump,And so I understand how Ted feels and Heidi and their whole beautiful family
885,trump,STARTED BY A MANIAC THAT SOME PEOPLE ASKED FOR A MOMENT OF SILENCE FOR HIM
886,trump,"I would think that when you take a look at it, you would find that"
887,trump,And as you know Liberty University—do we love Liberty University? Huh? Jerry Falwell Jr
888,trump,"Some of those friends are, you know, sort of an interesting friend going on there"
889,trump,"You know, I saw the other day on television, there were like 56,000 negative ads on me"
890,trump,"But when I’m president, Merry Christmas, Happy Holidays, enjoy yourselves, don’t eat too much turkey"
891,trump,"I’ve been with Israel so long in terms of, I’ve received some of my greatest honors from Israel"
892,trump,We want the world to be — we want to bring peace to the world
893,trump,"You know whether it's China, South Korea, but in this case televisions, South Korea"
894,trump,"And very importantly, they have trillions, for companies, trillions of dollars outside of this country"
895,trump,"I’ll just tell you, watch – ""Trump disappears!""I think we’re going to do so well"
896,trump,"But wouldn’t it be great if they could make a deal? But a lasting deal, a real deal"
897,trump,"…By the way, Israel has given a lot…And a lot of people don’t know that"
898,trump,Marco Rubio’s personal finances are discredit…All you have to do is look at his credit card
899,trump,"I want to express our unyielding support for the people of France, and we mourn their loss as a nation"
900,trump,We should work together with any nation in the region that is threatened by the rise of radical Islam
901,trump,So what happened essentially is I started looking and all of a sudden things changed
902,trump,There won’t be — you won’t have any money left to be — you’ll be paying it in taxes
903,trump,And Justice Roberts basically approved Obamacare in a shocking decision that nobody believes
904,trump,"They said oh, ""We thought so but we didn’t want to use racial profiling"
905,trump,"He came up with the heads of NBC six months ago and they said, ""Donald, we’re renewing The Apprentice"
906,trump,"As far as Jeb is concerned, I watched him this morning on television and it’s a little bit sad"
907,trump,I have thousands of people that work for me right now that are Hispanic
908,trump,Mike Pence will never be afraid to speak the name of our enemy: Radical Islam
909,trump,It would make it easier for our trading competitors to ship cheap subsidized goods into U
910,trump,And believe me there are plans that are so much better for everybody
911,trump,I toss and turn thinking about how I’m going to make the best deal for you folks
912,trump,"And by the way, speaking of that, you know, I was against going into Iraq"
913,trump,It is a strike at the heart and soul of who we are as a nation
914,trump,So what happened with Walker and I just will finish off with this – he’s a nice man
915,trump,These guys – when these guys give money to politicians to a large extent they own those politicians
916,trump,But the big thing – I lost certain businesses and I owned the Miss Universe Pageant
917,trump,Remember the heat I took with illegal immigration? Remember that heat? For two weeks
918,trump,"But one of the polls came out because in South Carolina and North Carolina, I’m leading really big"
919,trump,"And I won New Hampshire, and I wasn’t expected to win it; Jeb was expected to win it"
920,trump,I go to Florida and look at the numbers that just came out in Florida
921,trump,"I then answered questions and then I went around, you know, everybody knew it was false"
922,trump,I said I’ll do it and if it costs more than $2 million I’ll pay for it
923,trump,"We allowed foreign countries to subsidize their goods, devalue their currencies, violate their agreements, and cheat in every way imaginable"
924,trump,My foreign policy will always put the interests of the American people and American security above all else
925,trump,It was so important to Ivanka to insist on being here so thank you
926,trump,But the election that I’m watching is the election for the presidency of the United States
927,trump,"No matter where we go -- I went to Mobile, Alabama -- 35,000 people"
928,trump,"But its repeated itself over and over again, and has done nothing to embolden those who hate America"
929,trump,"I mean, I can tell you that within a very, very short period of time, things will straighten out"
930,trump,"""And I filed the financials and they saw an unbelievable – you didn’t hear a thing about it"
931,trump,There are third world countries that are ranked better than us in education and many other things
932,trump,"They are going to come in, but they are going to come through a legal process"
933,trump,"Now, you have to open up things, press a computer, takes you 15 minutes"
934,trump,"She said, ""Do you mind? I wrote something – coming out, I wrote something"
935,trump,"So, one of the reasons it couldn’t get built is because they couldn’t get an approved environmental impact study"
936,trump,I don’t know if you saw – I guess a lot of you have seen actually next week in Nevada
937,trump,Perhaps an incident without precedent in the long and prestigious history of Air Force One
938,trump,"America is getting taken apart piece by piece, auctioned off, and just rapidly auctioned off to the highest bidder"
939,trump,"He said — he said, ""What you’ve done has never been done before in the history of this country"
940,trump,"We need to know what the killer discussed with his relatives, parents, friends and associates"
941,trump,"Wouldn’t it be nice if our country could have that same thing? You attack and they’re, boom, gone"
942,trump,And it will be strong and powerful and as beautiful as a wall is going to look
943,trump,"""And he said – I think this is the word – ""He’s a man of great achievement"
944,trump,"And you know, one group that’s been so incredible to me are the vets – the veterans"
945,trump,"Maybe we wouldn’t be here if it wasn’t for them, to be honest with you"
946,trump,We will no longer surrender this country or its people to the false song of globalism
947,trump,"If it’s not a great deal for our country, we will not sign it"
948,trump,"And we had another one in the morning, and it’s been an amazing day, and some phenomenal results"
949,trump,And most of the people that took those courses have letters saying they thought it was great essentially
950,trump,"So Mexico takes a company, a car company that was going to build in Tennessee, rips it out"
951,trump,"ISIS would have been eradicated unlike what is happening now with our all talk, no action politicians"
952,trump,"The countries we are defending must pay for the cost of this defense, and if not, the U"
953,trump,Businesses do not succeed when they lose sight of their core interests and neither do countries
954,trump,Then he goes and has a news conference and I think he’s going to apologize and he doubles down
955,trump,I want you to imagine how much better your life can be if we start believing in America again
956,trump,"Last quarter, it was just announced our gross domestic product — a sign of strength, right? But not for us"
957,trump,"And we will come up with something that will be so good, so much better"
958,trump,They look at the United States as weak and forgiving and feel no obligation to honor their agreements with us
959,trump,I got that through China through a very complex set of transactions but through China
960,trump,"And that’s going to continue because they’re not going to be able to do it, folks"
961,trump,And this is something that’s so special and so amazing and it’s on the cover of time magazine
962,trump,And yet that’s the kind of mindset that you need to make this country great again
963,trump,So I said we’re going to do this and I had no idea it was going to work this way
964,trump,I will do the right thing--I want to straighten things out and to Make America Great Again
965,trump,That is why our new goal must be to defeat Islamic terrorism not nation building
966,trump,"And just, you know, he’s a Mexican-American, and you because of your efforts have sent him to college"
967,trump,I don’t like the fact that there are 11 people now as I understand it
968,trump,"If we want to remain a free and open society, then we have to control our borders"
969,trump,And you’re going to get the greatest service of any veterans in any country because you deserve it
970,trump,"Trade Representative to bring trade cases against China, both in this country and at the WTO"
971,trump,It’s got to be beautiful because someday they’re going to name it the Trump Wall
972,trump,"A pause for reassessment will help us to prevent the next San Bernardino or frankly, much worse"
973,trump,"And it’s tremendous, tremendous amounts of money were spent – millions and millions of dollars"
974,trump,You talk about corporate inversions and all of the things that have been going on
975,trump,"And I called my people and I said, ""How can we win? It’s just constantly"
976,trump,But I say oh if I put a tax on these characters – these idiots
977,trump,"Now, perhaps – perhaps – somebody, you know, we have to have a fair Justice Department and perhaps"
978,trump,BECAUSE THE ONLY TIME THEY MOVE THE CAMERAS ARE WHEN WE HAVE A PROTEST
979,trump,And now we’re going to Nebraska where I have – I just hear we’re doing really wonderfully
980,trump,"Last night in Dallas at the American Airlines Center, 20,000 people – the basketball arena of the Mavericks"
981,trump,"I could have told him that six months ago, nine months ago, long before it was signed"
982,trump,"You know, they’re very much into the trade world and I’m the best on trade"
983,trump,And we’re going to meet and we are going to have something that’s going to be really fabulous
984,trump,He does it to let people come in and nobody does anything about executive orders
985,trump,"He’s always got advice, right Steve? ""Donald I think you should do this and that"
986,trump,The other big poll that came out just two days ago was the national poll
987,trump,"""No, we are making so much progress and it’s been so inspiring to see the people"
988,trump,"We’re going to help, but they have to appreciate what we’ve done for them"
989,trump,"And you almost think — I’m not saying that, and I’m not a conspiracy person"
990,trump,Right? And you add them up – and I’m over here with a lot
991,trump,"So whether it’s a matter of national security, or financial security, we can’t afford to keep on going like this"
992,trump,I’ve gotten to know Al a little bit primarily through New Hampshire where we had great victories
993,trump,I want to thank Barron for putting up with the fact that I never see him anymore
994,trump,We’ll get it done but let somebody else pay for it for a change
995,trump,I would like to ask now that we all observe a moment of silence for the victims of the attack
996,trump,"If I don’t give the answer, I’m not going to win because they write so incredibly negatively"
997,trump,"But after what you said about me how can you possibly join our team?"" And he said, ""Mr"
998,trump,"We wanted to get it out really, really quickly so that it pertain to what’s going on right now"
999,trump,"And I will say this, this is going to be an election, in my opinion, that’s based on competence"
